flashcard_id,word,meaning,word_type,example_sentence
fb4171f8-8e84-44cf-96a8-723fab8cd07a,練習,(to) practice,,
321ad654-7a31-4ae9-9c41-4d789a8b043b,居る,"(humble) to be (animate), to exist",,
9400f700-3a48-4d2a-9027-45f6bb4f0a14,鳴く,to cry (of animals),,
3068651e-7459-493c-8f9e-a1df5e436b3a,答える,"to answer, to reply",,
d092b5eb-19ad-4754-a6a0-bc867756b2a9,入れる,to put in,,
6db38b82-a196-44ac-bb39-085e01a284ea,覚える,"to learn, to remember, to memorize",,
7c84e1a3-ae45-4ac1-a4dd-96b44e5a67d0,出す,to take (something) out; to submit (something),,
a54d30ee-e845-4a04-b7d2-3b9a78960e44,始まる,(something) begins,,
61ff7aaf-c9fc-4564-9007-f69d979e436e,貼る,to post; to paste; to attach,,
12120fa8-43a3-4809-8cb9-a620ee2defd8,消える,to disappear,,
31c06391-d50b-4c14-b17c-b5dd6bb1f881,借りる,to borrow,,
de6b4218-051b-4dfd-a499-699304dfe9e1,歌う,to sing,,
84f3d48e-6f95-410b-babb-2d1ca3b50101,エレベーター,elevator,,
787ba4a6-2a93-4c91-b68f-9ff79a6de002,辛い,spicy; hot (in taste),,
6e7d9e46-a5d3-4e26-b7cd-b972f15f6673,もっと,more,,
f2455b7e-45b4-4e0f-9da5-45bc4d6d2773,夕方,"late afternoon (just before dinner time), evening",,
300f7d36-1319-4bda-8a4c-d129970d437e,眼鏡,glasses,,
c5f4b42c-ef0b-4c91-809c-40b3131024e5,青い,blue,,
41d576d9-a21f-4232-934f-d42955e7c43e,本棚,a shelf for holding books; bookshelf,,
5805df91-098a-44e1-a876-8831ab96c16d,部屋,a room,,
d4034713-617e-4ad6-b207-bddb45329b1e,秋,autumn (season),,
912c3419-f43b-48ee-b299-21e3c240d79e,手,hand,,
b851b8b3-ea10-4eef-9e67-5fd0a286ef7d,時計,a watch; a clock,,
a6058c14-29d0-4111-bafe-e6faef38dcbe,丸い; 円い,"round, circular",,
3de15d8a-5120-45f3-92a2-f849ba2f4505,花瓶,(flower) vase,,
9971f4ba-b01e-4082-a1ad-488c4601c456,に/へ,to (indicates direction or destination),,
68a5a64c-f12d-47e5-8d51-bcb2464704dc,ストーブ,heater (a device for warming a room),,
6f91f85f-82a8-491d-a42e-0d4c0d7b2aac,色,color,,
8a1238fd-6843-415d-a6ab-858fea404a1b,万年筆,fountain pen,,
1b9eb48b-e1a7-41fc-a587-50c71e6df442,所,place,,
a0247a14-1fe6-430e-a011-b5c4210d5b9c,まで,until ~; as far as ~; to (an extent); even ~,,
a740c19f-0eb6-4ff3-9426-2ac25e694631,上,"above, on top of",,
4a7cc695-d743-4e91-967c-f0241c6a9fde,右,right side,,
1af1a3ea-95d6-40a3-a62a-f9ab4a4576d0,向こう,"over there, beyond",,
451c6bda-9dfd-4d3c-a06d-33940efe80a9,～前,in front of ~,,
1bfe332e-7719-4eeb-832e-a6fe77a401a6,辺,"area, vicinity",,
b8ef80f6-208b-4a20-b6a6-15113845cd69,階段,stairs,,
82a11ed5-025f-4471-b1fc-e72ea82b6471,玄関,entrance (to a house or a building),,
767b38f3-54db-42ab-a3ad-21ec95dd0cfc,左,left side,,
cd2790a6-5577-4600-942f-2d4c91bc6056,隣,"next to, next door to",,
020296fc-bcab-4067-9c61-3fbb57e6eb40,前に,before ~; in front of ~,,
da6e39b1-2300-4de4-8fc0-0c40d7d97b7b,がいます,there is; to be (for living things),,
8b3aa142-53ab-4cc3-9403-7fb66ad59bfe,後ろ,"back, behind, rear",,
b4b6650a-a495-4544-b326-d42f9d8cc958,誰か,someone,,
c5fa0ceb-66fb-4107-8d7c-3dbd77f680c7,西,west,,
9d56351f-960d-4a22-8908-568eca8b810f,～側,~ side,,
dca90563-ee10-47c5-9299-2fec4f2b7e1f,下,"under, below, beneath",,
cfacdafd-6291-40cc-9693-66cca893d2b7,東,east,,
ff2e449d-86f5-4ac4-8289-d76b2bf8bf6d,交差点,A place where two or more roads meet; an intersection.,,
8ba04e24-554d-4b8c-9c0b-2fb1cfda11e5,前,"before, in front",,
268e9cf7-0899-42d9-859a-70b660e2ce28,～人,counter for people,,
24ec74c9-85a6-4a0f-a0a9-4ba2c4b51766,電車,electric train,,
862f75f3-62cd-4ed4-9a90-03be824afabf,外,"outside, exterior",,
fb788423-f84e-45ad-bf47-e4d3e57a9b9a,中,"inside, middle, among",,
25b2c4ff-a969-4a31-8c16-0c343ffffd74,ここ,"here, this place",,
71552aaa-9b77-4582-8c0e-8b5ced0c7524,一月,one month,,
1cf3c962-d81e-4290-b6e9-eda5045a756f,南,South,,
360c2e2c-ba32-427c-afa7-487ce1588c58,交番,A small police station or police box where officers are stationed to assist the public.,,
4367fafc-9d23-4ebd-a45d-e279339cc455,北,north,,
76224d50-8b01-4c4f-b133-36dfd3db41e6,駅,station,,
33892e2b-6200-46e5-a564-2cb8bd22923d,銀行,a place where money is kept and managed; a financial institution,,
be51d56e-5734-423c-ae42-ca29d2e9768a,入口,The correct meaning is 'entrance'.,,
33a0fbd5-78f2-4f8e-a23e-4fa1903eb859,着く,"to arrive at, to reach",,
c285426b-b4f5-4a77-81ed-55c6e4bd69e9,郵便局,post office,,
e7416505-2e79-41c6-b686-b321b9077d86,お手洗い,"toilet, restroom, bathroom (a place to wash one's hands)",,
fc5baf64-877d-4bed-a63a-de7c54ee7e72,バス,bus,,
7e3e06e9-a04c-484b-a10f-f42511c28a28,大使館,a place where a country's representatives work and help citizens,,
2430e8b3-44bd-4320-956e-f2d7e1240056,道,"road, street; way, directions",,
e2e0300a-2ffb-4696-aa15-e1ccccacf84f,ある,to be; to have (for inanimate objects),,
924ec5fc-00b5-4792-9b66-c9768722ef51,二十歳,20 years old,,
b7cfb438-3383-4e0d-bfcd-a7cd37cb8ba7,横,side; next to,,
5ac6cfc1-90c1-4592-bffe-848fc0ed0493,近く,nearby; in the neighborhood,,
935777f1-e2bf-4fd1-ac27-fe3b63ea3d01,～本,counter for long cylindrical objects,,
266eb48d-faf1-41cf-a965-a803a181a177,キロ; キログラム,kilo (kilogram),,
0a0a95f1-dde0-4ac5-bf3c-8b29ed6e7bcf,や,and; or; connecting particle,,
c4464426-7cc9-4807-8f47-15068c65cd9d,～月,month,,
553d1056-7697-45cd-bb99-69f752b0484c,千,thousand,,
90c93cd9-8a6d-4267-bbc7-af8905c6077e,半分,half,,
59936239-e621-4c38-8ba4-68a372749e13,七日,seven days; the seventh day of the month,,
5a838667-2032-46e9-adb0-41dcfbd49e92,六,six,,
f4f2a40d-8369-4ac1-a239-02a22c631869,～くらい; ぐらい,approximately; about,,
06941172-14ab-47f4-a374-a5c115a04c0d,一,one,,
e8d939cd-0b89-4aea-b58a-fbe5525c5470,[A]は[B]より・・・です,[A] is more ~ than [B],,
a767827d-8152-47d4-af37-7cc9a1a6370c,八つ,eight (things),,
d0c18959-b2af-4553-9e16-ba7a91f0ff83,九つ,nine (things),,
03249a7a-57db-4a38-9cb0-0782039aec69,～回,counter for occurrences (~ times),,
7f43efd4-0be2-44a1-8d87-acbf6338acae,キロ; キロメートル,キロメートルの略語で、距離の単位です。,,
62f2b811-2cf3-4096-84fd-3084f518f42d,～台,counter for vehicles and machines,,
3511c2de-1bac-41c1-84bb-fba4ed3cfd1d,～週間,~ weeks,,
7693eaf5-b84b-4836-a17a-ba1aee246a38,二つ,two things,,
1f31fd11-84e7-425d-8f73-fde64c658435,～匹,counter for small animals,,
e0b796ae-0d44-47a2-b712-6aef89e734d3,～杯,counter for cups or cupfuls,,
687146c7-45ab-451f-b3fd-bec79571b126,一人,one person,,
8b386a7b-3b70-41ec-a25e-0a760701c2cf,～日,"~ day of the month, for ~ days",,
b3103136-c403-4131-b7ad-cfb86d9bdc63,～年,~ years,,
3c68040a-fce7-4b9e-a402-62f21ba3c2ae,十,ten,,
cebe4cdc-3864-49a1-a6e0-a1eb73013f3e,十,ten,,
87f70b73-41de-46e9-9273-2604b170cd34,九,nine,,
3d9c6f84-88a3-4d77-a573-2a86214bb9d1,五つ,five (things),,
c05f739c-9ce9-474a-9358-927d40cb4cb8,～円,Yen (the currency of Japan),,
799d0d26-0d83-4390-9f73-6bccf736212c,万,ten thousand,,
c7bc46ba-4876-440b-a1cd-3d18d917cd2a,～度,counter for occurrences; ~ degree; ~ point,,
32750932-c132-482c-bf7b-bc3268f18d4c,三つ,three things,,
86da28a3-0129-4f65-b749-2eb714f4dda4,三,three,,
98abfbbb-f1ac-4b7d-8b0c-b01cf7cee6e2,～人,counter for people,,
a60b2b22-4f08-4a68-be9a-9ba8db74fe2a,～冊,counter for books,,
e86141ad-cb94-431a-9261-e82a752b1640,沢山,"many, a lot",,
b8197600-c420-4c34-bed9-2be86081485e,五,five,,
13c9e933-3065-4ff6-af91-22d4a4d085f1,二十日,twentieth (day of the month),,
04b55d9f-60d3-403f-875c-da9d645f8e21,それでは,"Well then, in that case...",,
3becd3b1-81be-4046-9bf1-74aa25c10bbc,六つ,six (things),,
561025a0-1dd3-4c76-a5b5-f17a809093fd,～番,~th; ~th best,,
e9ffa557-51d7-4ccf-99ab-4a9188061450,四つ,four things,,
3cd3ff38-3113-42e5-86fd-aca60be281c6,～か月,(number of) months,,
cdcedc42-a50d-411f-99ea-768f2c224b69,七,seven,,
b002471b-9efc-4e04-94e0-adf86606daf2,三日,three days; the third day of the month,,
da88c70b-b320-4905-8d81-360c97830ee7,五日,five days; the fifth day of the month,,
9b33eb99-2d38-4d2e-ad9b-11c97187e43f,ずつ,each; at a time; in turn,,
90fce158-731f-48e0-870f-0ee7f5e6ec3f,一番,"best, number one",,
5793a8e2-fb0e-467c-b242-af7eeb8a1034,[B]より[A]ほうが,[A] is more than [B],,
3f1ee8f5-724e-4bd6-9322-63acd7f31d92,十日,ten days; the tenth day of the month,,
6da30140-92f4-40cf-a3a7-e0a2170fedce,番号,"number, a series of digits",,
845817ae-b5db-43ed-b429-d7a792c036b9,一日,one day (duration),,
c43509a4-7eb3-4b33-8de9-39c86baf6250,メートル,meter,,
1b2867b6-7c65-4253-a9f3-c722da2c969f,外,"other, the rest",,
d0a22160-e250-4e44-9961-56e2632b97db,～枚,counter for flat things,,
f29fed62-0098-4c40-93df-d1bda5ccd9d7,なくてはならない,must do; need to do,,
bad50968-0b7d-4c98-962b-e52a70a186fb,の中で[A]が一番,"Out of this group, [A] is the best.",,
5cd6d3d6-cecd-40bd-a25d-4c91e1ef7fd0,九日,nine days; the ninth day of the month,,
697e35f9-ef04-44ba-9763-bd92f4fc79e2,六日,six days; sixth day of the month,,
ed35b480-55e3-4116-8b98-1e9a2a3045fc,年,"year, age",,
99b68235-a785-4529-970c-41fdae47b2cd,二,two,,
a4e45b6b-a4f1-4a94-9de0-4421ead1498b,～時間,~ hours,,
8e489e54-1d17-4cb4-838f-9783e23abdc8,八,eight,,
0b62fcd7-c7a4-410c-af4e-c47feb1e087f,四日,four days; the fourth day of the month,,
55793a01-166c-484e-b28f-b2896427a538,半,"half (e.g., にじはん | half-past two)",,
533d95e1-c6c7-4694-bd7e-146c1b0d708c,八日,eight days; the eighth day of the month,,
90d376f7-9fde-4979-b8ec-fd282109c231,いくら,"how much, how many",,
a71628cb-a8fe-416e-9bb5-449ef1696d15,四,four,,
8d9cfdbb-1484-4fce-976e-545d9ca96cac,グラム,gram,,
626bcd5f-de9e-492f-832d-6feceb8fae1b,二人,two people,,
e3fcf061-0b05-469a-9d4f-3f2a9b600a3c,全部,"all, everything",,
9eade8ed-0467-404f-bbc7-f2889055689d,さ来年,the year after next,,
82addc58-4924-4b58-8c8c-c85f4d0dae20,～階,counter for floors of a building,,
f1686fe6-99ea-44b3-8775-4cd451cec82f,～分,~ minutes,,
980ba8ef-09ea-44b5-b9cf-8efbbb8d6b02,余り,not very; surplus,,
35e962b2-8e86-4407-9b07-488efb582d7f,ないでください,please don't do,,
868e6369-fc44-4d4f-aa2e-5eaf50b59b5b,いくつ,"how many, how old",,
95cf0b9a-ec9d-470c-9c12-11240bdd14cf,百,hundred,,
f552bb92-3d53-43af-854e-21a1ddaa2a92,だけ,"only ~, just ~",,
cbd91083-56b4-484f-8919-28598472b120,七つ,seven (things),,
99ae7ee5-7743-4bda-9ac5-c108e3f0fc95,～個,"counter for small items (e.g., fruits, cups)",,
f76d0754-9252-4c1a-b6fe-46d873452bda,一番,the most; the best,,
eaa15481-6550-4c30-991e-7fbe89b22ace,一つ,one thing,,
09d14f61-3c98-49a8-b386-495515f029d4,食べ物,food,,
01ac79ae-23cf-4131-aac7-ea7dbc157fc2,プール,swimming pool,,
41be564b-0a1f-4911-a33b-eab0e3a9f478,赤い,red,,
bc70cc26-8bd9-43f6-a21c-95875c464148,フォーク,fork,,
f0785e6b-a4cf-41e9-8fa6-befeea801282,地下鉄,a train that runs underground; subway,,
997fbd6d-5799-4eff-b267-3cf20ba85466,お菓子,"sweets, snacks, or confections",,
50a2bb61-34c7-486f-b219-1b06de9f428e,お金,money,,
0ae605d6-a7bd-41c9-b306-13debe9762a5,なくちゃ,must do; need to; have to,,
086f7e2b-7cda-4316-9223-cd5f6f225664,朝御飯,breakfast,,
65d2e8c3-adcf-4f4c-9710-5918e3ea6b1f,など,and so on; etc.,,
a2c5a5ad-9f94-4f93-991d-935c0fefaf08,たばこ,"tobacco, cigarettes",,
30ba614c-e769-41f3-97d2-6774b9c5d099,夏休み,summer vacation,,
b8dfef1a-4333-4681-b3e5-ee26ea869be8,醤油,soy sauce,,
a64a0c07-2c9a-450b-9ea3-69f5d6314f41,旅行,"travel, trip",,
d1f7eb80-c8ac-4a4a-a921-e638a6d00bfc,紅茶,black tea,,
5626c104-994b-4ced-af72-79f2158212f4,昼御飯,"lunch, midday meal",,
557b66a7-8900-46da-b221-87e3431a362b,をください,please give me~,,
b3105598-0383-433c-a2e9-105aef60c103,豚肉,pork,,
2af139e5-1944-4ead-acbe-3de38ead4252,たり〜たり,do such things as A and B,,
d917b89e-a47e-4d40-9d6e-1da39933a849,鶏肉,chicken meat,,
dd89ced9-8cd1-4dd2-ae4a-b96131943d55,バター,butter,,
cdfa8a0e-9c78-44ea-bc26-0cf004133b6f,～屋,~ shop,,
2334a66c-0a68-4f32-b00b-ce13401117c7,料理,cooking; cuisine,,
7c9fe5a3-fde0-44bc-a388-6ff2070c1ed4,喫茶店,a place where you can drink coffee and tea; café,,
5786af24-dec0-4d47-aa56-641304ace9d5,がほしい,to want something,,
50001854-5595-4ce2-a7f9-645a822b35d6,晩御飯,"dinner, evening meal",,
1a48adf6-216b-4498-957a-1af76e25c3f3,卵,egg,,
e9311c6e-dd25-4275-aaac-6e37d66e69c7,音楽,Music,,
42501416-f657-4607-9ef2-fdbb1454c4e8,買い物,shopping,,
ec1740fd-a7e0-4d59-a3c2-24238e06409e,パン,bread,,
54fa9c77-080d-47bc-8fe5-aa0fb7325477,箸,chopsticks,,
fdd13ab8-b411-4ccd-87e9-65d0fa94c8cc,ドア,door (Western style),,
de6ae147-e732-4f06-a1b9-1a5f2828992a,今月,this month,,
5d837794-26f0-4940-a614-3f558198af28,食堂,"cafeteria, dining hall",,
670ba06d-0dc4-4c9d-8e77-f03462980c33,切手,postage stamps,,
e4ce56d6-1ea3-41c3-b381-1ac41808aed4,カレー,"curry (a popular dish in Japan, often served with rice)",,
f7938391-871b-41ca-8764-18ef0c135ac7,荷物,luggage; baggage,,
dad48d88-187f-4c38-abfc-b9f2bad153e7,肉,meat,,
71fa34e3-4b0d-477b-acdf-208e49d78042,牛乳,milk,,
fae134a9-3f71-47d6-8065-48f028370b7e,切符,a ticket,,
285a6666-5e34-4f61-8043-3086f25ffa18,砂糖,sugar,,
2ca949be-29e6-4923-a0d1-843fac149bf7,レストラン,A place where people go to eat meals.,,
b0061e9b-70e5-4539-8c37-977fae670f79,飲み物,"drink, beverage",,
f297fcb6-1d8a-4526-8ced-bbc4a1b8f8f5,パーティー,a party,,
bcd5d0e8-3ca3-46fb-82f4-ab67bcf7e74e,御飯,cooked rice; meal,,
bdcf7c5f-f9ac-4612-a860-5258edbbce7f,塩,salt,,
4c533b4d-fb77-4263-b795-786fe7c76b33,お酒,sake; alcohol; alcoholic beverage,,
c5ae41f7-f9de-4c4b-8f92-a1a179eb3d71,お茶,(green) tea,,
5675a877-6101-4a70-82d3-ba66eb9cfcc8,お弁当,a boxed lunch,,
04dfa80f-7863-4ea7-b6b8-62ec313127e9,夕飯,"dinner, evening meal",,
7fe94545-b73d-4c8f-888f-ba2d1fc2a654,牛肉,beef,,
2ec444f1-d695-44aa-a008-dedef9db8b87,コーヒー,coffee,,
a16bed18-53db-4294-b5ea-7b093ba9ba4c,飴,(hard) candy; sweets,,
2b7bb015-3f77-4365-a811-37cee3d2718e,薬,medicine,,
0a45d4d8-ecb1-4b0d-8ca6-4044254f7d47,八百屋,a shop that sells vegetables and fruits; greengrocer,,
0d64fa7c-7698-4076-bd8f-e4d80a65a740,てはいけない,must not; may not; cannot,,
dbfa04a0-869f-4e3a-ae32-060a8333640e,なくてはいけない,must do; need to do,,
0ce23bae-60b8-4e10-b7c2-97f4fba19b66,教える,"to teach, to inform, to instruct",,
c3b48139-ebe4-49c3-b5c6-4b70cf84498d,ほうがいい,should; had better; it would be better to,,
e5c7a96f-1657-4a2f-b945-ed338d4beac8,下さい,(with te-form verb) please do (something) for me,,
3bc53523-6b06-4dba-b8c7-1183b759784e,どうぞ,"please, go ahead",,
2569c761-ea39-4c12-b62f-a689eb18edd0,てください,please do (something),,
d92d828c-1c53-4d41-b790-2386ed6a677e,ましょうか,Shall I ~; used to offer help to the listener.,,
cb498119-92f5-4442-96ea-c0e3281cfd6d,ちゃいけない・じゃいけない,must not do (in spoken Japanese),,
2e6c5523-bb49-472b-9345-ebf5f48934b0,頼む,"to request, to ask for a favor",,
6c598f89-1d68-4497-920a-bb2b6107e18c,のが下手,to be bad at doing something,,
36fdc167-1c20-4d72-9f63-b94b100bfcfb,もう,already; anymore; again,,
b7a2ce39-94ce-4141-b2c8-a2d937ec1ee9,昨夜,last night,,
69e00c21-84ae-44bd-b595-40e76049be94,まだ〜ていません,have not yet,,
79d9ea83-983b-472a-bfd4-5af0539d7d37,初めて,for the first time,,
9cb66291-19bf-4c79-91a9-8c240e2c2e7c,生まれる,to be born,,
17c4a8f7-2d92-4b7c-9ec1-09188b08b493,たことがある,to have done something before,,
367bf137-cc68-4dde-9e07-497bd39e1514,もしもし,Hello? (used when answering the phone),,
51d9f6e4-b6a8-4ed1-a85e-bc732b5f4242,知る,to know,,
591589f1-3cd3-49ce-a6d1-7e92a8ceb1a2,ころ; ごろ,"about, around (time)",,
e936eb40-73cc-4597-a514-58ebbd8196f8,もう,already; again; more,,
176fb743-920a-4a99-b572-4e1206445c56,まだ,still; not yet,,
5765a47a-128c-4c0c-9391-e4299dc765c0,どう,"how, in what way",,
02d72574-5e12-4206-89d1-269af9ccb20d,のが上手,to be good at (doing something),,
9d775b5d-fee0-4ca7-bbf9-4d6af11bd0bb,てもいいです,is okay to...; may I...?,,
2538a3ad-4f64-4db4-99d0-a51ed7f550f1,なくてもいい,don't have to,,
